label,content,clean,norm,stop,token,stem
netral,nice,nice, nice , nice ,['nice'],nice
netral,👍👍🔥🔥🔥,,  ,  ,[],
netral,the best 👍💯,the best, the best , the best ,"['the', 'best']",the best
negatif,CS nya mulai lama. ngga responsif. antri sampai 20 org. padahal saya member platinum !!! makin turun aj blibli !!!!,cs nya mulai lama ngga responsif antri sampai 20 org padahal saya member platinum makin turun aj blibli, cs nya mulai lama tidak responsif antri sampai 20 org padahal saya member platinum makin turun aj blibli , cs nya mulai lama responsif antri 20 org padahal member platinum makin turun aj blibli ,"['cs', 'nya', 'mulai', 'lama', 'responsif', 'antri', '20', 'org', 'padahal', 'member', 'platinum', 'makin', 'turun', 'aj', 'blibli']",cs nya mulai lama responsif antri 20 org padahal member platinum makin turun aj blibli
netral,sangat senang belanja di blibli.,sangat senang belanja di blibli, sangat senang belanja di blibli , senang belanja blibli ,"['senang', 'belanja', 'blibli']",senang belanja blibli
positif,mantap betul,mantap betul, mantap betul , mantap betul ,"['mantap', 'betul']",mantap betul
positif,bagus okeh terpercaya.,bagus okeh terpercaya, bagus okeh terpercaya , bagus okeh terpercaya ,"['bagus', 'okeh', 'terpercaya']",bagus okeh percaya
netral,"mungkin sistem dan timnya yang harus dimatangkan terlebih dulu/lagi, semangat ya blibli",mungkin sistem dan timnya yang harus dimatangkan terlebih dululagi semangat ya blibli, mungkin sistem dan timnya yang harus dimatangkan terlebih dululagi semangat ya blibli , mungkin sistem timnya harus dimatangkan terlebih dululagi semangat blibli ,"['mungkin', 'sistem', 'timnya', 'harus', 'dimatangkan', 'terlebih', 'dululagi', 'semangat', 'blibli']",mungkin sistem tim harus matang lebih dululagi semangat blibli
positif,senang,senang, senang , senang ,['senang'],senang
negatif,"Pengiriman relatif lama Dibanding marketplace lain seperti Shopee atau Tokopedia, estimasi pengiriman Blibli sering lebih panjang. Tracking resi juga kadang baru aktif setelah beberapa waktu, bikin pembeli was-was.",pengiriman relatif lama dibanding marketplace lain seperti shopee atau tokopedia estimasi pengiriman blibli sering lebih panjang tracking resi juga kadang baru aktif setelah beberapa waktu bikin pembeli waswas, pengiriman relatif lama dibanding marketplace lain seperti shopee atau tokopedia estimasi pengiriman blibli sering lebih panjang tracking resi juga kadang baru aktif setelah beberapa waktu bikin pembeli waswas , pengiriman relatif lama dibanding marketplace seperti shopee tokopedia estimasi pengiriman blibli sering panjang tracking resi kadang aktif beberapa waktu bikin pembeli waswas ,"['pengiriman', 'relatif', 'lama', 'dibanding', 'marketplace', 'seperti', 'shopee', 'tokopedia', 'estimasi', 'pengiriman', 'blibli', 'sering', 'panjang', 'tracking', 'resi', 'kadang', 'aktif', 'beberapa', 'waktu', 'bikin', 'pembeli', 'waswas']",kirim relatif lama banding marketplace seperti shopee tokopedia estimasi kirim blibli sering panjang tracking resi kadang aktif beberapa waktu bikin beli waswas
positif,"aplikasi mudah di gunakan,kualitas barang jaminan original.",aplikasi mudah di gunakankualitas barang jaminan original, aplikasi mudah di gunakankualitas barang jaminan original , aplikasi mudah gunakankualitas barang jaminan original ,"['aplikasi', 'mudah', 'gunakankualitas', 'barang', 'jaminan', 'original']",aplikasi mudah gunakankualitas barang jamin original
netral,Banyak Opsional salah satunya tukar tambah,banyak opsional salah satunya tukar tambah, banyak opsional salah satunya tukar tambah , opsional salah satunya tukar tambah ,"['opsional', 'salah', 'satunya', 'tukar', 'tambah']",opsional salah satu tukar tambah
netral,Woke dapat voucher pula,woke dapat voucher pula, woke dapat voucher pula , woke voucher ,"['woke', 'voucher']",woke voucher
positif,mantabbb,mantabbb, mantabbb , mantabbb ,['mantabbb'],mantabbb
positif,mantap kalo udah jadi ekosistem dan terintegrasi,mantap kalo udah jadi ekosistem dan terintegrasi, mantap kalo udah jadi ekosistem dan terintegrasi , mantap kalo udah jadi ekosistem terintegrasi ,"['mantap', 'kalo', 'udah', 'jadi', 'ekosistem', 'terintegrasi']",mantap kalo udah jadi ekosistem integrasi
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,Transaksi mudah dan aplikasi ringan. Promo lumayan banyak dan pembayaran juga beragam dan aman,transaksi mudah dan aplikasi ringan promo lumayan banyak dan pembayaran juga beragam dan aman, transaksi mudah dan aplikasi ringan promo lumayan banyak dan pembayaran juga beragam dan aman , transaksi mudah aplikasi ringan promo lumayan pembayaran beragam dan aman ,"['transaksi', 'mudah', 'aplikasi', 'ringan', 'promo', 'lumayan', 'pembayaran', 'beragam', 'dan', 'aman']",transaksi mudah aplikasi ringan promo lumayan bayar agam dan aman
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,"pengalaman belanja okelah, tapi saat klik link di voucher selalu blank",pengalaman belanja okelah tapi saat klik link di voucher selalu blank, pengalaman belanja okelah tapi saat klik link di voucher selalu blank , pengalaman belanja okelah saat klik link voucher selalu blank ,"['pengalaman', 'belanja', 'okelah', 'saat', 'klik', 'link', 'voucher', 'selalu', 'blank']",alam belanja oke saat klik link voucher selalu blank
netral,oke,oke, oke , oke ,['oke'],oke
negatif,sekelas blibli masa nggk kasih pilihan untuk pakai akun bank. mana tidak ada pilihan penghapusan akun lagi. tidak heran cuma punya 10 jt pemakai.,sekelas blibli masa nggk kasih pilihan untuk pakai akun bank mana tidak ada pilihan penghapusan akun lagi tidak heran cuma punya 10 jt pemakai, sekelas blibli masa nggk kasih pilihan untuk pakai akun bank mana tidak ada pilihan penghapusan akun lagi tidak heran cuma punya 10 jt pemakai , sekelas blibli masa nggk kasih pilihan pakai akun bank tidak pilihan penghapusan akun tidak heran cuma punya 10 jt pemakai ,"['sekelas', 'blibli', 'masa', 'nggk', 'kasih', 'pilihan', 'pakai', 'akun', 'bank', 'tidak', 'pilihan', 'penghapusan', 'akun', 'tidak', 'heran', 'cuma', 'punya', '10', 'jt', 'pemakai']",kelas blibli masa nggk kasih pilih pakai akun bank tidak pilih hapus akun tidak heran cuma punya 10 jt pakai
netral,Bismillah semoga awet,bismillah semoga awet, bismillah semoga awet , bismillah semoga awet ,"['bismillah', 'semoga', 'awet']",bismillah moga awet
netral,barang yg saya inginkan tersedia,barang yg saya inginkan tersedia, barang yang saya inginkan tersedia , barang saya inginkan tersedia ,"['barang', 'saya', 'inginkan', 'tersedia']",barang saya ingin sedia
positif,mudah dan bagus,mudah dan bagus, mudah dan bagus , mudah bagus ,"['mudah', 'bagus']",mudah bagus
netral,lumayan membantu,lumayan membantu, lumayan membantu , lumayan membantu ,"['lumayan', 'membantu']",lumayan bantu
negatif,"aplikasi yg sangat buruk pelayanannya dan tidak profesional, mengajukan retur yg sudah tau mereka salah tidak dikembalikan. memang kalau pelayanan shopee yg paling the best",aplikasi yg sangat buruk pelayanannya dan tidak profesional mengajukan retur yg sudah tau mereka salah tidak dikembalikan memang kalau pelayanan shopee yg paling the best, aplikasi yang sangat buruk pelayanannya dan tidak profesional mengajukan retur yang sudah tau mereka salah tidak dikembalikan memang kalau pelayanan shopee yang paling the best , aplikasi sangat buruk pelayanannya profesional mengajukan retur sudah tau salah tidak dikembalikan memang pelayanan shopee paling the best ,"['aplikasi', 'sangat', 'buruk', 'pelayanannya', 'profesional', 'mengajukan', 'retur', 'sudah', 'tau', 'salah', 'tidak', 'dikembalikan', 'memang', 'pelayanan', 'shopee', 'paling', 'the', 'best']",aplikasi sangat buruk layan profesional aju retur sudah tau salah tidak kembali memang layan shopee paling the best
negatif,refund dana masa butuh berhari - hari,refund dana masa butuh berhari hari, refund dana masa butuh berhari hari , refund dana masa butuh berhari hari ,"['refund', 'dana', 'masa', 'butuh', 'berhari', 'hari']",refund dana masa butuh hari hari
negatif,aplikasi buruk,aplikasi buruk, aplikasi buruk , aplikasi buruk ,"['aplikasi', 'buruk']",aplikasi buruk
positif,Cepat akurat,cepat akurat, cepat akurat , cepat akurat ,"['cepat', 'akurat']",cepat akurat
positif,bagus n puas,bagus n puas, bagus n puas , bagus n puas ,"['bagus', 'n', 'puas']",bagus n puas
netral,okeyyy,okeyyy, okeyyy , okeyyy ,['okeyyy'],okeyyy
positif,mantap lebih hemat lebih mudah cepat terbaik blibi,mantap lebih hemat lebih mudah cepat terbaik blibi, mantap lebih hemat lebih mudah cepat terbaik blibi , mantap hemat mudah cepat terbaik blibi ,"['mantap', 'hemat', 'mudah', 'cepat', 'terbaik', 'blibi']",mantap hemat mudah cepat baik blibi
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,baru pertama pake Blibli saya mau lihat kualitas barang dan pengiriman semoga sesuai ekspektasi,baru pertama pake blibli saya mau lihat kualitas barang dan pengiriman semoga sesuai ekspektasi, baru pertama pake blibli saya mau lihat kualitas barang dan pengiriman semoga sesuai ekspektasi , pertama pake blibli mau lihat kualitas barang pengiriman semoga sesuai ekspektasi ,"['pertama', 'pake', 'blibli', 'mau', 'lihat', 'kualitas', 'barang', 'pengiriman', 'semoga', 'sesuai', 'ekspektasi']",pertama pake blibli mau lihat kualitas barang kirim moga sesuai ekspektasi
netral,"sangat simpel, membantu dan di jamin ori",sangat simpel membantu dan di jamin ori, sangat simpel membantu dan di jamin ori , simpel membantu di jamin ori ,"['simpel', 'membantu', 'di', 'jamin', 'ori']",simpel bantu di jamin ori
negatif,Eror tidak bisa logging akun,eror tidak bisa logging akun, eror tidak bisa logging akun , eror bisa logging akun ,"['eror', 'bisa', 'logging', 'akun']",eror bisa logging akun
positif,App TOP,app top, app top , app top ,"['app', 'top']",app top
positif,ok,ok, ok , ,[],
positif,"Ecomerance terbaik & solutif, dikasih fasilitas payletter juga, Thanks Blibli",ecomerance terbaik solutif dikasih fasilitas payletter juga thanks blibli, ecomerance terbaik solutif dikasih fasilitas payletter juga thanks blibli , ecomerance terbaik solutif dikasih fasilitas payletter thanks blibli ,"['ecomerance', 'terbaik', 'solutif', 'dikasih', 'fasilitas', 'payletter', 'thanks', 'blibli']",ecomerance baik solutif kasih fasilitas payletter thanks blibli
positif,"bli bli kenapa bayar pake dana GK bisa. cod GK bisa. pke qris ribet. tolong d perbaiki ad org2 yg ngeratas d bli bli , metode pembayaran nyah, d benahi. dulu agar lancar, aman,",bli bli kenapa bayar pake dana gk bisa cod gk bisa pke qris ribet tolong d perbaiki ad org2 yg ngeratas d bli bli metode pembayaran nyah d benahi dulu agar lancar aman, bli bli kenapa bayar pake dana gk bisa cod gk bisa pke qris ribet tolong d perbaiki ad org2 yang ngeratas d bli bli metode pembayaran nyah d benahi dulu agar lancar aman , bli bli bayar pake dana gk cod gk pke qris ribet d perbaiki ad org2 ngeratas d bli bli metode pembayaran nyah d benahi dulu lancar aman ,"['bli', 'bli', 'bayar', 'pake', 'dana', 'gk', 'cod', 'gk', 'pke', 'qris', 'ribet', 'd', 'perbaiki', 'ad', 'org2', 'ngeratas', 'd', 'bli', 'bli', 'metode', 'pembayaran', 'nyah', 'd', 'benahi', 'dulu', 'lancar', 'aman']",bli bli bayar pake dana gk cod gk pke qris ribet d baik ad org2 ngeratas d bli bli metode bayar nyah d benah dulu lancar aman
positif,sangat baik,sangat baik, sangat baik , baik ,['baik'],baik
netral,sangat membantu,sangat membantu, sangat membantu , membantu ,['membantu'],bantu
positif,"Minim promo, ongkir mahal, pembayaran masih dikit, & jarang terdengar. Tapi dari service akun bagus sih, gak ribet kudu verifikasi merepotkan",minim promo ongkir mahal pembayaran masih dikit jarang terdengar tapi dari service akun bagus sih gak ribet kudu verifikasi merepotkan, minim promo ongkir mahal pembayaran masih dikit jarang terdengar tapi dari service akun bagus sih tidak ribet kudu verifikasi merepotkan , minim promo ongkir mahal pembayaran dikit jarang terdengar dari service akun bagus sih ribet kudu verifikasi merepotkan ,"['minim', 'promo', 'ongkir', 'mahal', 'pembayaran', 'dikit', 'jarang', 'terdengar', 'dari', 'service', 'akun', 'bagus', 'sih', 'ribet', 'kudu', 'verifikasi', 'merepotkan']",minim promo ongkir mahal bayar dikit jarang dengar dari service akun bagus sih ribet kudu verifikasi repot
positif,terbaik,terbaik, terbaik , terbaik ,['terbaik'],baik
netral,Good Job,good job, good job , good job ,"['good', 'job']",good job
netral,ga bisa di buka aplikasi nyah,ga bisa di buka aplikasi nyah, tidak bisa di buka aplikasi nyah , bisa buka aplikasi nyah ,"['bisa', 'buka', 'aplikasi', 'nyah']",bisa buka aplikasi nyah
positif,"Transaksi mudah, dan cepat",transaksi mudah dan cepat, transaksi mudah dan cepat , transaksi mudah cepat ,"['transaksi', 'mudah', 'cepat']",transaksi mudah cepat
netral,fast Respon..👍,fast respon, fast respon , fast respon ,"['fast', 'respon']",fast respon
positif,"estimasi paketnya tiba tiba berubah percuma bayar biaya ongkir yang katanya cepat nyatanya lambat, estimasi tgl 15 - 18 agustus ini malah ke september.",estimasi paketnya tiba tiba berubah percuma bayar biaya ongkir yang katanya cepat nyatanya lambat estimasi tgl 15 18 agustus ini malah ke september, estimasi paketnya tiba tiba berubah percuma bayar biaya ongkir yang katanya cepat nyatanya lambat estimasi tgl 15 18 agustus ini malah ke september , estimasi paketnya tiba tiba berubah percuma bayar biaya ongkir katanya cepat nyatanya lambat estimasi tgl 15 18 agustus malah september ,"['estimasi', 'paketnya', 'tiba', 'tiba', 'berubah', 'percuma', 'bayar', 'biaya', 'ongkir', 'katanya', 'cepat', 'nyatanya', 'lambat', 'estimasi', 'tgl', '15', '18', 'agustus', 'malah', 'september']",estimasi paket tiba tiba ubah percuma bayar biaya ongkir kata cepat nyata lambat estimasi tgl 15 18 agustus malah september
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,"ui ux beberapa bagian belum senyaman ecommerce sebelah, tp ttp sangat mudah untuk dipake first time user",ui ux beberapa bagian belum senyaman ecommerce sebelah tp ttp sangat mudah untuk dipake first time user, ui ux beberapa bagian belum senyaman ecommerce sebelah tp ttp sangat mudah untuk dipake first time user , ui ux bagian senyaman ecommerce sebelah tp ttp mudah dipake first time user ,"['ui', 'ux', 'bagian', 'senyaman', 'ecommerce', 'sebelah', 'tp', 'ttp', 'mudah', 'dipake', 'first', 'time', 'user']",ui ux bagi nyaman ecommerce belah tp ttp mudah dipake first time user
positif,mantaapppp,mantaapppp, mantaapppp , mantaapppp ,['mantaapppp'],mantaapppp
netral,Mantab Betul,mantab betul, mantab betul , mantab betul ,"['mantab', 'betul']",mantab betul
positif,Good,good, good , good ,['good'],good
negatif,"apk,y jelek banget tidak sesuai yg di harapkn",apky jelek banget tidak sesuai yg di harapkn, apky jelek banget tidak sesuai yang di harapkn , apky jelek banget sesuai di harapkn ,"['apky', 'jelek', 'banget', 'sesuai', 'di', 'harapkn']",apky jelek banget sesuai di harapkn
positif,good,good, good , good ,['good'],good
netral,"kelebihan dari blibli :barang di jamin ORI semua yang ada di blibli kekurangan nya : pengiriman Sangat lama, 1 Minggu bahkan lebih baru sampai paket nya",kelebihan dari blibli barang di jamin ori semua yang ada di blibli kekurangan nya pengiriman sangat lama 1 minggu bahkan lebih baru sampai paket nya, kelebihan dari blibli barang di jamin ori semua yang ada di blibli kekurangan nya pengiriman sangat lama 1 minggu bahkan lebih baru sampai paket nya , kelebihan blibli barang jamin ori semua ada blibli kekurangan nya pengiriman lama 1 minggu lebih sampai paket nya ,"['kelebihan', 'blibli', 'barang', 'jamin', 'ori', 'semua', 'ada', 'blibli', 'kekurangan', 'nya', 'pengiriman', 'lama', '1', 'minggu', 'lebih', 'sampai', 'paket', 'nya']",lebih blibli barang jamin ori semua ada blibli kurang nya kirim lama 1 minggu lebih sampai paket nya
positif,sangat Baek,sangat baek, sangat baek , baek ,['baek'],baek
positif,mantaaaap,mantaaaap, mantaaaap , mantaaaap ,['mantaaaap'],mantaaaap
positif,bagus..,bagus, bagus , bagus ,['bagus'],bagus
positif,Serba cepat,serba cepat, serba cepat , serba cepat ,"['serba', 'cepat']",serba cepat
positif,app paling mantap lebih murah dan banyak voucher nya👍🏿👍🏿,app paling mantap lebih murah dan banyak voucher nya, app paling mantap lebih murah dan banyak voucher nya , app paling mantap murah banyak voucher nya ,"['app', 'paling', 'mantap', 'murah', 'banyak', 'voucher', 'nya']",app paling mantap murah banyak voucher nya
positif,"saya coba dulu klau ok, dan mantap saya tambah lagi bintang nya🙏🏻😊",saya coba dulu klau ok dan mantap saya tambah lagi bintang nya, saya coba dulu klau ok dan mantap saya tambah lagi bintang nya , coba dulu klau dan mantap tambah bintang nya ,"['coba', 'dulu', 'klau', 'dan', 'mantap', 'tambah', 'bintang', 'nya']",coba dulu klau dan mantap tambah bintang nya
positif,Mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,"BINGUNG mau belanja di Blibli, mai beli rokok lewat App diarahkan ke website, lewat website masuk le App...mutar muter doang...😪😪",bingung mau belanja di blibli mai beli rokok lewat app diarahkan ke website lewat website masuk le appmutar muter doang, bingung mau belanja di blibli mai beli rokok lewat app diarahkan ke website lewat website masuk le appmutar muter doang , bingung mau belanja blibli mai beli rokok lewat app diarahkan website lewat website masuk le appmutar muter doang ,"['bingung', 'mau', 'belanja', 'blibli', 'mai', 'beli', 'rokok', 'lewat', 'app', 'diarahkan', 'website', 'lewat', 'website', 'masuk', 'le', 'appmutar', 'muter', 'doang']",bingung mau belanja blibli mai beli rokok lewat app arah website lewat website masuk le appmutar muter doang
